text,label
ok,ham
p u no ur a grown up now right,ham
chinatown got porridge claypot rice yam cake fishhead beehoon either we eat cheap den go cafe n tok or go nydc or somethin,ham
i know a few people i can hit up and fuck to the yes,ham
purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng,ham
so is there anything specific i should be doing with regard to jaklin or what because idk what the fuck,ham
oh god im gonna google nearby cliff now,ham
free camera phone with linerental from month with cross ntwk min price txt bundle deal also avble call or calloptoutj mf,spam
yup i shd haf ard page if i add figure all got how many page,ham
ooh got im gonna start belly dancing in moseley wed if u want join me they have a cafe too,ham
thankyou so much for the call i appreciate your care,ham
congrats treat pendingi am not on mail for dayswill mail once thrurespect mother at homecheck mail,ham
i called but no one pick up e phone i ask both of them already they said ok,ham
hi my email address ha changed now it is,ham
valuable affectionate loveable eternal noble truthful intimate natural enamous happy valentine day in advance,ham
not much just some textin how bout you,ham
bring it if you got it,ham
im in a movie call me wat,ham
not sure i have the stomach for it,ham
haha can but im having dinner with my cousin,ham
a boy wa late home his father power of frndship,ham
and my man carlos is definitely coming by mu tonight no excuse,ham
soon you will have the real thing princess do i make you wet,ham
rajipls do me a favour pls convey my birthday wish to nimya pls today is her birthday,ham
haha my leg and neck are killing me and my amigo are hoping to end the night with a burn think i could swing by in like an hour,ham
urgent your mobile no xxxxxxxxx won a bonus caller prize on this is the nd attempt to reach you call asap boxnqp ppm,spam
usually the body take care of it buy making sure it doesnt progress can we pls continue this talk on saturday,ham
urgent your costa del sol holiday or await collection call now toclaim sae tc s pobox stockport skxh costpm maxmins,spam
hmm well night night,ham
just wanted to say holy shit you guy werent kidding about this bud,ham
just gettin a bit arty with my collage at the mo well tryin ne way got a roast in a min lovely i shall enjoy that,ham
this is one of the day you have a billion class right,ham
goodmorning today i am late for hr because of back pain,ham
ok then ill let him noe later n ask him call u tmr,ham
ok im waliking ard now do u wan me buy anything go ur house,ham
will have two more carton off u and is very pleased with shelf,ham
nice talking to you please dont forget my pix i want to see all of you,ham
you have won a guaranteed cash or a prize to claim yr prize call our customer service representative on between ampm cost p,spam
but really quite funny lor wat then u shd haf run shorter distance wat,ham
i notice you like looking in the shit mirror youre turning into a right freak,ham
great i wa getting worried about you just know that a wonderful and caring person like you will have only the best in life know that u r wonderful and god love is yours,ham
thanks for your ringtone order ref number k your mobile will be charged should your tone not arrive please call customer service on,spam
i prefer my free day tues wed fri oso can ask those workin lor,ham
alrite jod hows the revision goin keris bin doin a smidgin n e way u wanna cum over after collegexx,ham
if you have belive me come to my home,ham
oh kkwhere did you take test,ham
those were my exact intention,ham
haha but no money leh later got to go for tuition haha and looking for empty slot for driving lesson,ham
hey thk we juz go accordin to wat we discussed yest lor except no kb on sun co there nt much lesson to go if we attend kb on sat,ham
k wen ur free come to my home and also tel vikky i hav sent mail to him also better come evening il be free today aftr pm,ham
nothing just getting msg by dis name wit different no,ham
whats your room number again wanna make sure im knocking on the right door,ham
sicomo nolistenedthe plaid albumquite gdthe new air which is hilariousalso boughtbraindancea compofstuff on aphexs abel,ham
pls tell nelson that the bb are no longer comin the money i wa expecting aint coming,ham
give her something to drink if she take it and doesnt vomit then you her temp might drop if she unmits however let me know,ham
think you sent the text to the home phone that cant display text if you still want to send it his number is,ham
every day i use to sleep after ltgt so only,ham
k ill call you when im close,ham
u buy newspaper already,ham
nope wif my si lor aft bathing my dog then i can bathe look like it going rain soon,ham
boo im on my way to my mom shes making tortilla soup yummmm,ham
no management puzzeles,ham
how did you find out in a way that didnt include all of these detail,ham
hi ya babe x u goten bout me scammer getting smartthough this is a regular vodafone no if you respond you get further prem rate msgsubscription other no used also beware,spam
back work morro half term over can u c me nite some sexy passion b i have go back chat now luv dena call minmobsmorelkpoboxhpfl,spam
will you like to be spoiled,ham
thanks for your ringtone order ref number r your mobile will be charged should your tone not arrive please call customer service on,spam
i am getting threat from your sale executive shifad a i raised complaint against him it an official message,ham
hope thing went well at doctor reminds me i still need godid u c d little thing i left in the lounge,ham
den wat will e schedule b lk on sun,ham
lol enjoy role playing much,ham
ok me watching tv too,ham
i just lov this line hurt me with the truth,ham
just checked out heading out to drop off my stuff now,ham
here got lot of hair dresser fr china,ham
sad story of a man last week wa my bday my wife didnt wish me my parent forgot n so did my kid i went to work even my colleague did not wish,ham
ill call you evening ill some idea,ham
splashmobile choose from s of gr tone each wk this is a subscrition service with weekly tone costing p u have one credit kick back and enjoy,spam
did you show him and wot did he say or could u not c him dust,ham
it should take about ltgt min,ham
not heard from u a while call rude chat private line to cum wan c pic of me gettin shagged then text pix to end send stop sam xxx,spam
forwarded from free entry into our weekly comp just send the word enter to now tc wwwtextcompcom,spam
finish liao u,ham
from lost pound help,spam
haha i think i did too,ham
u know we watchin at lido,ham
life spend with someone for a lifetime may be meaningless but a few moment spent with someone who really love you mean more than life itself,ham
haha awesome ive been to u a couple time who alls coming,ham
cold dont be sad dear,ham
think i could stop by in like an hour or so my roommate looking to stock up for a trip,ham
is that on the telly no it brdget jones,ham
hello how r u im bored inever thought id get bored with the tv but i am tell me something exciting ha happened there anything,ham
hmmbad newshype park plaza studio takenonly left bedrm,ham
sorry ill call later in meeting,ham
r comin back for dinner,ham
i hav almost reached call i m unable to connect u,ham
whom you waited for yesterday,ham
i reach home safe n sound liao,ham
velly good yes please,ham
hi wkend ok but journey terrible wk not good a have huge back log of marking to do,ham
i have had two more letter from i will copy them for you co one ha a message for you speak soon,ham
alex know a guy who sell mids but he down in south tampa and i dont think i could set it up before like,ham
dont you have message offer,ham
had your mobile mths update for free to orange latest colour camera mobile unlimited weekend call call mobile upd on freefone or stoptx,spam
hey there babe how u doin wot u up nite love annie x,ham
remind me how to get there and i shall do so,ham
thats not v romantic,ham
hello damn this christmas thing i think i have decided to keep this mp that doesnt work,ham
you have new message please call,spam
hi darlin im missin u hope you are having a good time when are u back and what time if u can give me a call at home jess xx,ham
forwarded from hi this is your mailbox messaging sm alert you have message you have match please call back on to retrieve your message and match,spam
draw vai dont think so,ham
dont pick up d call when something important is there to tell hrishi,ham
nothin come to my mind help me buy hanger lor ur laptop not heavy,ham
ltgt thats all guess thats easy enough,ham
we can make a baby in yo tho,ham
should i tell my friend not to come round til like ltgt ish,ham
friendship poem dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear gud ni,ham
still in the area of the restaurant ill try to come back soon,ham
aight thatll work thanks,ham
moby pub quizwin a high street prize if u know who the new duchess of cornwall will be txt her first name to unsub stop sp arrow,spam
i have sleeping bag blanket and paper and phone detail anything else,ham
you have won a nokia i this is what you get when you win our free auction to take part send nokia to now hgsuitelands rowwjhl,spam
congratulation thanks to a good friend u have won the xmas prize claim is easy just call now only p per minute btnationalrate,spam
tddnewsletteremccouk more game from thedailydraw dear helen dozen of free game with great prizeswith,spam
so what do you guy do,ham
also that chat wa awesome but dont make it regular unless you can see her in person,ham
thats significant but dont worry,ham
thats cause your old i live to be high,ham
waqt se pehle or naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi he jo hum sochte hai zindgi wo hai jo ham jeetey hai,ham
on the way to office da,ham
in which place do you want da,ham
this pain couldnt have come at a worse time,ham
should i be stalking u,ham
sorry dude dont know how i forgot even after dan reminded me sorry hope you guy had fun,ham
ok lor,ham
apps class varaya elaya,ham
urgent your mobile number won a bonus caller prize on this is the nd attempt to reach you call asap box nqp ppm,spam
that day you asked about anand number why,ham
am surfing online store for offer do you want to buy any thing,ham
long beach lor expected u having dinner now,ham
at home by the way,ham
we are both fine thanks,ham
what happen to her tell the truth,ham
do you like italian food,ham
which is weird because i know i had it at one point,ham
aww you must be nearly deadwell jez iscoming over todo some workand that whilltake forever,ham
tell your friend what you plan to do on valentine day lturlgt,ham
alright see you in a bit,ham
cheer for the message zogtorius ive been staring at my phone for an age deciding whether to text or not,ham
i will take care of financial problemi will help,ham
tell dear what happen to you why you talking to me like an alian,ham
double your min txts on orange or price linerental motorola and sonyericsson with btooth freenokia free call mobileupd on oroptouthvd,spam
hi this is yijue can i meet u at tmr,ham
it posible dnt live in ltgt century cm frwd n thnk different,ham
but i dint slept in afternoon,ham
that seems unnecessarily affectionate,ham
yar else ill thk of all sort of funny thing,ham
download a many ringtones a u like no restriction s choose u can even send yr buddy txt sir to,spam
thats cool how wa your day,ham
please call immediately a there is an urgent message waiting for you,spam
r we going with the ltgt bus,ham
hello my love how went your day are you alright i think of you my sweet and send a jolt to your heart to remind you i love you can you hear it i screamed it across the sea for all the world to hear ahmad al hallaq is loved and owned possessive passionate kiss,ham
nohe joined today itself,ham
okay same with me well thanks for the clarification,ham
ill talk to the others and probably just come early tomorrow then,ham
spook up your mob with a halloween collection of a logo pic message plus a free eerie tone txt card spook to zed p per logopic,spam
had the money issue weigh me down but thanks to you i can breathe easier now ill make sure you dont regret it thanks,ham
hi im sorry i missed your call can you pls call back,ham
fantasy football is back on your tv go to sky gamestar on sky active and play k dream team scoring start on saturday so register nowsky opt out to,spam
ok then no need to tell me anything i am going to sleep good night,ham
ok try to do week end course in coimbatore,ham
tone club your sub ha now expired resub reply monoc mono or polyc polys weekly p per week txt stop stop this msg free stream,spam
v nice off sheffield tom air my opinion on category b used measure ethnicity in next census busy transcribing,ham
if you r home then come down within min,ham
a boy loved a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decided aproach d gal dt time a truck wa speeding towards d gal wn it wa about hit d girld boy ran like hell n saved her she asked hw cn u run so fast d boy replied boost is d secret of my energy n instantly d girl shouted our energy n thy lived happily gthr drinking boost evrydy moral of d story i hv free msgsd gud ni,ham
that day say cut ur hair at paragon is it called hair sense do noe how much is a hair cut,ham
hmm too many of them unfortunately pic obviously arent hot cake it kinda fun tho,ham
watching tv lor y she so funny we bluff her wat izzit because she thk it impossible between u,ham
xmas prize draw we are trying to contact u today draw show that you have won a prize guaranteed call from land line valid hr only,spam
dunno lei he neva say,ham
thanx day u r a goodmate i think ur rite sary asusual u cheered me up love u franyxxxxx,ham
im on my way home went to change batt my watch then go shop a bit lor,ham
yes the only place in town to meet exciting adult single is now in the uk txt chat to now pmsg,spam
hi mobile no ltgt ha added you in their contact list on wwwfullonsmscom it s a great place to send free sm to people for more visit fullonsmscom,ham
good evening sir hope you are having a nice day i wanted to bring it to your notice that i have been late in paying rent for the past few month and have had to pay a ltgt charge i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and thats why i didnt speak up i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month end can you please help thank you for everything,ham
if i let you do this i want you in the house by am,ham
best line said in love i will wait till the day i can forget u or the day u realize that u cannot forget me gn,ham
i will reach before ten morning,ham
your pussy is perfect,ham
someone ha contacted our dating service and entered your phone becausethey fancy you to find out who it is call from a landline pobox wrg p,spam
no messageno responcewhat happend,ham
also wheres the piece,ham
wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal,ham
boo hows thing im back at home and a little bored already,ham
first ha she gained more than ltgt kg since she took in second ha she done the blood sugar test if she ha and it ok and her blood pressure is within normal limit then no worry,ham
pick ur fone up now u dumb,ham
thanks da thangam i feel very very happy dear i also miss you da,ham
okey doke im at home but not dressed co laying around ill speak to you later bout time and stuff,ham
i dont run away frm u i walk slowly amp it kill me that u dont care enough to stop me,ham
babe im back come back to me,ham
well you told others youd marry them,ham
neshanthtel me who r u,ham
yo yo yo byatch whassup,ham
oh kay on sat right,ham
hi this is roger from cl how are you,ham
babe u want me dont u baby im nasty and have a thing filthyguys fancy a rude time with a sexy bitch how about we go slo n hard txt xxx slomsgs,spam
oh oh wasted den muz chiong on sat n sun liao,ham
jesus christ bitch im trying to give you drug answer your fucking phone,ham
please give it or i will pick it up on tuesday evening about if that is ok,ham
im meeting darren,ham
one of best dialogue in cute reltnship wen i die,ham
solve d case a man wa found murdered on ltdecimalgt ltgt afternoon his wife called police police questioned everyone wife siri wa sleeping when the murder took place cook i wa cooking gardener i wa picking vegetable housemaid i went d post office child we went play neighbour we went a marriage police arrested d murderer immediately who it reply with reason if u r brilliant,ham
dear where you will be when i reach there,ham
aww thats the first time u said u missed me without asking if i missed u first you do love me,ham
ok thanx gd nite too,ham
come to me right now ahmad,ham
lol please do actually send a pic of yourself right now i wanna see pose with a comb and hair dryer or something,ham
o wa not into fps then,ham
huh mean computational science y they like dat one push here n there,ham
could you not read me my love i answered you,ham
oh lk tt den we take e one tt end at cine lor dun wan yogasana oso can,ham
madamregret disturbancemight receive a reference check from dlf premaricakindly be informedrgdsrakheshkerala,ham
sm service for your inclusive text credit pls gotto wwwcomuknet login qxj unsubscribe with stop no extra charge help comukcm ae,spam
oic then better quickly go bathe n settle down,ham
err cud do im going to at pm i havent got a way to contact him until then,ham
a bloo bloo bloo ill miss the first bowl,ham
lmao but it so fun,ham
oh k kbut he is not a big hitteranyway good,ham
hey i almost forgot happy bday babe i love ya,ham
valentine day special win over in our quiz and take your partner on the trip of a lifetime send go to now pmsg rcvd custcare,spam
do you think i can move ltgt in a week,ham
shes find i sent you an offline message to know how anjolas now,ham
guess who am ithis is the first time i created a web page wwwasjesuscom read all i wrote im waiting for your opinion i want to be your friend,spam
how wa txting and driving,ham
thats good let thank god please complete the drug have lot of water and have a beautiful day,ham
really dun bluff me leh u sleep early too nite,ham
indian r poor but india is not a poor country say one of the swiss bank director he say that ltgt lac crore of indian money is deposited in swiss bank which can be used for taxless budget for ltgt yr can give ltgt crore job to all indian from any village to delhi lane road forever free power suply to more than ltgt social project every citizen can get monthly ltgt for ltgt yr no need of world bank amp imf loan think how our money is blocked by rich politician we have full right against corrupt politician itna forward karo ki pura india padhegm,ham
uncle boye i need movie oh guide me plus you know torrent are not particularly legal here and the system is slowing down what should i do have a gr day plus have you started co i dont meet you online how wa the honey moon,ham
oh ya ya i remember da,ham
btw regarding that we should really try to see if anyone else can be our th guy before we commit to a random dude,ham
for ur chance to win cash every wk txt play to tscs wwwmusictrivianet custcare xpwk,spam
i not busy juz dun wan go so early hee,ham
rightio it is then well arent we all up bright and early this morning,ham
great im in church now will holla when i get out,ham
back in brum thanks for putting u up and keeping u all and happy see you soon,ham
i donno if they are scorable,ham
ltgt great loxahatchee xmas tree burning update you can totally see star here,ham
yes but i dont care i need you bad princess,ham
the guy kadeem hasnt been selling since the break i know one other guy but he paranoid a fuck and doesnt like selling without me there and i cant be up there til late tonight,ham
tmr then brin lar aiya later i come n c lar mayb neva set properly got da help sheet wif,ham
do u knw dis no ltgt,ham
then she dun believe wat,ham
kgive back my thanks,ham
i know complain num onlybettr directly go to bsnl offc nd apply for it,ham
okay ive seen it so i should pick it on friday,ham
how much she payed suganya,ham
left dessert u wan me go suntec look u,ham
abeg make profit but it a start are you using it to get sponsor for the next event,ham
onum ela pa normal than,ham
kkhow is your sister kid,ham
cool ill text you when im on the way,ham
nope meanwhile she talk say make i greet you,ham
i cant talk to you nowi will call when i candont keep calling,ham
anything lar,ham
rose need water season need change poet need imaginationmy phone need ur sm and i need ur lovely frndship forever,ham
good afternoon babe how go that day any job prospect yet i miss you my love sigh,ham
they will pick up and drop in carso no problem,ham
si think he is waste for rr,ham
he is world famamus,ham
is there coming friday is leave for pongaldo you get any news from your work place,ham
lol well dont do it without me we could have a big sale together,ham
am on my way,ham
eat at old airport road but now oredi got a lot of pple,ham
sry cant talk on phone with parent,ham
ok lor wat time finish,ham
princess i like to make love ltgt time per night hope thats not a problem,ham
mm i am on the way to railway,ham
im done im sorry i hope your next space give you everything you want remember all the furniture is yours if im not around when you move it just lock all the lock and leave the key with jenne,ham
not yet just id like to keep in touch and it will be the easiest way to do that from barcelona by the way how ru and how is the house,ham
sppok up ur mob with a halloween collection of nokia logopic message plus a free eerie tone txt card spook to,spam
urgent call from landline your complementary tenerife holiday or cash await collection sae tc po box wa px ppm sender hol offer,spam
kdo it at evening daurgent,ham
pansy youve been living in a jungle for two year it my driving you should be more worried about,ham
mm have some kanji dont eat anything heavy ok,ham
only if you promise your getting out a soon a you can and youll text me in the morning to let me know you made it in ok,ham
lol thats different i dont go trying to find every real life photo you ever took,ham
i dont thnk it a wrong calling between u,ham
k ill drinkpa then what doing i need sr model pls send it to my mail id pa,ham
aiyah e rain like quite big leh if drizzling i can at least run home,ham
i have doc appointment next week im tired of them shoving stuff up me ugh why couldnt i have had a normal body,ham
dun b sad it over dun thk abt it already concentrate on ur other paper k,ham
greeting me consider yourself excused,ham
no drama plsi have had enough from you and family while i am struggling in the hot sun in a strange placeno reason why there should be an ego of not going if not invited when actually it necessity to gowait for very serious reppurcussions,ham
they released another italian one today and it ha a cosign option,ham
you at mu you should try to figure out how much money everyone ha for gas and alcohol jay and i are trying to figure out our weed budget,ham
winner a a valued network customer you hvae been selected to receive a reward to collect call valid hour only aclpm,spam
hcl chennai requires fresher for voice processexcellent english neededsalary upto ltgt call mssuman ltgt for telephonic interview via indyarockscom,ham
dai what this da can i send my resume to this id,ham
i know where the ltgt is ill be there around,ham
yup ive finished c there,ham
remember to ask alex about his pizza,ham
no datoday also i forgot,ham
ola would get back to you maybe not today but i ve told him you can be his direct link in the u in getting car he bid for online you arrange shipping and you get a cut or u for a partnership where u invest money for shipping and he take care of the restuwud b self reliant soon dnt worry,ham
fwiw the reason im only around when it time to smoke is that because of gas i can only afford to be around when someone tell me to be and that apparently only happens when somebody want to light up,ham
hello my boytoy i made it home and my constant thought is of you my love i hope your having a nice visit but i cant wait till you come home to me kiss,ham
congrats kanowhr s the treat maga,ham
who u talking about,ham
yup,ham
u wake up already wat u doing u picking u up later rite im taking sq reaching ard smth like dat u can check e arrival time c ya soon,ham
yunny im walking in citylink now faster come down me very hungry,ham
er yep sure prop,ham
hiya have u been paying money into my account if so thanks got a pleasant surprise when i checked my balance u c i dont get statement that acc,ham
u have won a nokia plus a free digital camera this is what u get when u win our free auction to take part send nokia to now poboxtcrw,spam
ok ill send you with in ltdecimalgt ok,ham
bognor it is should be splendid at this time of year,ham
yesim in office da,ham
ok i only ask abt e movie u wan ktv oso,ham
misplaced your number and wa sending text to your old number wondering why ive not heard from you this year all the best in your mcat got this number from my atlanta friend,ham
dunno lei i might b eatin wif my frens if wan to eat then i wait lar,ham
free entry into our weekly comp just send the word win to now tc wwwtxttowincouk,spam
do u noe how send file between computer,ham
mmmmm i loved waking to your word this morning i miss you too my love i hope your day go well and you are happy i wait for u to be together again,ham
jay say hell put in ltgt,ham
can you just come in for a sec there somebody here i want you to see,ham
so the sun is anti sleep medicine,ham
whats happening with you have you gotten a job and have you begun registration for permanent residency,ham
yup ok,ham
glad it went well come over at then well have plenty of time before claire go to work,ham
ok enjoy r u there in home,ham
can you pls pls send me a mail on all you know about relative coming to deliver here all you know about cost risk benefit and anything else thanks,ham
you do what all you like,ham
thats y we haf to combine n c how lor,ham
the monthly amount is not that terrible and you will not pay anything till month after finishing school,ham
hmmmhow many player selected,ham
they said if it gonna snow it will start around or pm tonite they are predicting an inch of accumulation,ham
i dont can you send it to me plus hows mode,ham
aiyo please got time meh,ham
package all your program well,ham
she is our sister she belongs our family she is d hope of tomorrow pray herwho wa fated d shoranur train incident let hold our hand together amp fuelled by love amp concern prior her grief amp pain pls join in dis chain amp pas it stop violence against woman,ham
so are you guy asking that i get that slipper again or it gone with last year,ham
company is very goodenvironment is terrific and food is really nice,ham
text get more ringtones logo and game from wwwtxtcom question infotxtcouk,spam
honestly ive just made a lovely cup of tea and promptly dropped my key in it and then burnt my finger getting them out,ham
yup but not studying surfing lor im in e lazy mode today,ham
please sen my kind advice please come here and try,ham
im done c there,ham
oh fine ill be by tonight,ham
give me some time to walk there,ham
ill reach in ard min ok,ham
freemsg you have been awarded a free mini digital camera just reply snap to collect your prize quizclub opt out stop pwk sprwm ph,spam
fuck babe what happened to you how come you never came back,ham
this message is brought to you by gmw ltd and is not connected to the,spam
some friend want me to drive em someplace probably take a while,ham
i also thk too fast xy suggest one not me u dun wan it ok going rain leh where got gd,ham
are you still getting the good,ham
and maybe some pressies,ham
yeah i am so ill leave maybe ish,ham
i told her i had a dr appt next week she think im gonna die i told her it just a check nothing to be worried about but she didnt listen,ham
you in your room i need a few,ham
i dont want to hear anything,ham
hey for me there is no leave on friday wait i will ask my superior and tell you,ham
ultimately tor motive tui achieve korli,ham
from to only my work timing,ham
and dont worry well have finished by march ish,ham
the house is on the water with a dock a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel,ham
congrats mobile g videophones r yours call now videochat wid ur mate play java game dload polyph music noline rentl bx ip we p,spam
your next amazing xxx picsfree video will be sent to you enjoy if one vid is not enough for day text back the keyword picsfree to get the next video,spam
now thats going to ruin your thesis,ham
in sch but neva mind u eat st lor,ham
hey whats up u sleeping all morning,ham
erm i thought the contract ran out theth of october,ham
i dunno until when let go learn pilate,ham
u are subscribed to the best mobile content service in the uk for per ten day until you send stop to helpline,spam
yup im elaborating on the safety aspect and some other issue,ham
free tarot text find out about your love life now try for free text chance to only after free msg each,spam
goodmorning today i am late for hr,ham
hi happy birthday hi hi hi hi hi hi hi,ham
i will be outside office take all from there,ham
if you dont respond imma assume youre still asleep and imma start calling n shit,ham
aight see you in a bit,ham
my superior telling that friday is leave for all other department except oursso it will be leave for youany way call waheed fathima hr and conform it,ham
join the uk horniest dogging service and u can have sex nite just sign up and follow the instruction txt entry to now nytecalpmsgp,spam
lol i have to take it member how i said my aunt flow didnt visit for month it cause i developed ovarian cyst bc is the only way to shrink them,ham
still work going onit is very small house,ham
my friend just got here and say he upping his order by a few gram he got ltgt when can you get here,ham
tmr timin still da same wat co i got lesson until,ham
thats the thing with ape u can fight to the death to keep something but the minute they have it when u let go thats it,ham
no im not gonna be able to too late notice ill be home in a few week anyway what are the plan,ham
got fujitsu ibm hp toshiba got a lot of model how to say,ham
okie thanx,ham
gosh that what a pain spose i better come then,ham
a usualiam fine happy amp doing well,ham
okie,ham
so when you gonna get rimac access,ham
im at arestaurant eating squid i will be out about wanna dosomething or is that to late,ham
you call time job today ok umma and ask them to speed up,ham
hello ucall wen u finish wrki fancy meetin up wiv u all tonite a i need a break from dabooks did hr last nite today of wrk,ham
r u sam p in eachother if we meet we can go my house,ham
yeah lol luckily i didnt have a starring role like you,ham
hello madam how are you,ham
awesome text me when youre restocked,ham
knock knock txt whose there to to enter r weekly draw a gift voucher a store of yr choice tc wwwtklscom age to stoptxtstopweek,spam
yes it all innocent fun o,ham
thanks for sending this mental ability question,ham
sir hope your day is going smoothly i really hoped i wont have to bother you about this i have some bill that i cant settle this month i am out of all extra cash i know this is a challenging time for you also but i have to let you know,ham
marrow only wed at ltgt to aha,ham
i went to ur hon lab but no one is there,ham
hey pple or for nightsexcellent location wif breakfast hamper,ham
forwarded from hi this is your mailbox messaging sm alert you have match please call back on to retrieve your message and match ccpmin,spam
how come,ham
lol nah wasnt too bad thanks it good to b home but it been quite a reality check hows ur day been did u do anything with website,ham
ok lor,ham
im coming home dinner,ham
s daal r above ltgt,ham
free ring tone just text polys to then every week get a new tone yr only wk,spam
unni thank you dear for the rechargerakhesh,ham
i know im lacking on most of this particular dramastorms detail but for the most part im not worried about that,ham
haha they cant what at the most tmr forfeit haha so how,ham
hey there glad u r better now i hear u treated urself to a digi cam is it good we r off at pm have a fab new year c u in coupla wks,ham
no way im going back there,ham
urgent your mobile no xxx won a bonus caller prize on this is the nd attempt to reach you call asap boxnqp ppm,spam
i will cal you sir in meeting,ham
thats what i love to hear v see you sundayish then,ham
sorry da thangam very very sorry i am held up with prasad,ham
tiwary to rcbbattle between bang and kochi,ham
thank god they are in bed,ham
no i dont have cancer mom making a big deal out of a regular checkup aka pap smear,ham
am in gobi art college,ham
why she want to talk to me,ham
pandy joined w technology todayhe got job,ham
you are guaranteed the latest nokia phone a gb ipod mp player or a prize txt word collect to no ibhltd ldnwh pmtmsgrcvd,spam
they can try they can get lost in fact tee hee,ham
my friend use to call the same,ham
em it olowoyey uscedu have a great time in argentina not sad about secretary everything is a blessing,ham
it a taxt massagetiepos argh ok lool,ham
hi can i please get a ltgt dollar loan from you ill pay you back by mid february pls,ham
you might want to pull out more just in case and just plan on not spending it if you can i dont have much confidence in derek and taylor money management,ham
do you like shaking your booty on the dance floor,ham
text me when you get off dont call my phone having problem,ham
no need for the drug anymore,ham
sorry dai wa thought of calling you lot of timeslil busyi will call you at noon,ham
it sarcasm nt scarcasim,ham
great i have to run now so ttyl,ham
feel like trying kadeem again v,ham
dai ltgt naal eruku,ham
not yet chikkuwat abt u,ham
want to finally have lunch today,ham
do you know when dad will be back,ham
hello darling how are you today i would love to have a chat why dont you tell me what you look like and what you are in to sexy,spam
free for st week no nokia tone ur mob every week just txt nokia to get txting and tell ur mate wwwgetzedcouk pobox w wq norm ptone,spam
he remains a bro amongst bros,ham
r u meeting da ge at nite tmr,ham
wa a nice day and impressively i wa sensible went home early and now feel fine or am i just boring whens yours i cant remember,ham
why de you looking good only,ham
wanna get laid nite want real dogging location sent direct to ur mobile join the uk largest dogging network txt park to now nyt eca lp msg,spam
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call for delivery,spam
yes they replied my mail im going to the management office later plus will in to bank later alsoor on wednesday,ham
thats cool ill come by like ltgt ish,ham
super msg danalla timing,ham
good afternoon my boytoy how are you feeling today better i hope are you being my good boy are you my obedient slave do you please your queen,ham
i am ft we will be a good combination,ham
im sick im needy i want you pout stomp foot where are you pout stomp foot i want my slave i want him now,ham
am on a train back from northampton so im afraid not,ham
where in abj are you serving are you staying with dad or alone,ham
wa playng door game and gt racing on phone lol,ham
new tone this week include mcflyall ab sara jorgeshock will smithswitch to order follow instruction on next message,spam
im on da bus going home,ham
i got a call from a landline number i am asked to come to anna nagar i will go in the afternoon,ham
im okay chasing the dream whats good what are you doing next,ham
yupz ive oredi booked slot my weekend liao,ham
urgent we are trying to contact u today draw show that you have won a prize guaranteed call from land line claim c valid hr only,spam
there r many modelsony ericson also der ltgt it luks good bt i forgot modl no,ham
yes i know the cheesy song from frosty the snowman,ham
ya ok vikky vl c witin ltgt min and il reply u,ham
sport fan get the latest sport news str ur mobile wk free plus a free tone txt sport on to wwwgetzedcouk norm txtp,spam
hey tmr meet at bugis,ham
urgent urgent we have free flight to europe to give away call b th sept take a friend free call now to claim on bannfwflyppm,spam
all these nice new shirt and the only thing i can wear them to is nudist themed you in mu,ham
hey sexy bun what of that day no word from you this morning on ym i think of you,ham
and whenever you and i see we can still hook up too,ham
nope but im going home now then go pump petrol lor like going rain soon,ham
can you use foreign stamp for whatever you send them off for,ham
from lost help,spam
oh baby of the house how come you dont have any new picture on facebook,ham
feb ltgt is i love u day send dis to all ur valued frnds evn me if come back ull gt married d person u luv if u ignore dis u will lose ur luv evr,ham
hiya sorry didnt hav signal i havent seen or heard from and neither ha which is unusual in itself ill put on the case and get him to sort it out hug and snogs,ham
omw back to tampa from west palm you hear what happened,ham
yup no more already thanx printing n handing it up,ham
freemsg fancy a flirt reply date now join the uk fastest growing mobile dating service msg rcvd just p to optout txt stop to reply date now,spam
what i mean is do they come chase you out when it over or is it stated you can watch a many movie a you want,ham
s now only i took tablet reaction morning only,ham
great new offer double min double txt on best orange tariff and get latest camera phone free call mobileupd free on now or stoptxt tc,spam
nah im a perpetual dd,ham
sorry de i went to shop,ham
hope you enjoyed your new content text stop to to unsubscribe helpp provided by tonesyoucouk,spam
hey you still want to go for yogasana coz if we end at cine then can go bathe and hav the steam bath,ham
nope im not drivin i neva develop da photo lei,ham
i am thinking of going down to reg for pract lesson flung my advance haha wat time u going,ham
cool i am ltgt inch long hope you like them big,ham
housemaid is the murderer coz the man wa murdered on ltgt th january a public holiday all govtinstituitions are closedincluding post officeunderstand,ham
okie thanx,ham
go where n buy juz buy when we get there lar,ham
im working technical support voice process,ham
it justbeen overa week since we broke up and already our brain are going to mush,ham
tunde how are you doing this is just wishing you a great day abiola,ham
nope c then,ham
